timestamp,distance,speed,throttle,brake
0.000000,0.000,0.00,0.0000,0.0000
0.004487,0.000,98.85,0.0000,0.2476
0.004493,0.535,96.35,0.0000,0.2918
0.004499,1.055,93.49,0.0000,0.3269
0.087611,1.557,90.39,0.0000,0.3514
0.087622,0.000,0.00,0.0000,0.0000
0.087626,0.000,87.15,0.0000,0.3649
0.087629,0.466,83.91,0.0000,0.3672
0.087631,0.915,80.76,0.0000,0.3591
0.176961,1.347,77.79,0.0000,0.3414
0.176975,1.764,75.05,0.0000,0.3154
0.176978,0.000,0.00,0.0000,0.0000
0.176981,0.000,72.60,0.0000,0.2821
0.176984,0.391,70.46,0.0000,0.2427
0.260350,0.773,68.65,0.0000,0.1984
0.260361,1.146,67.18,0.0000,0.1500
0.260364,1.513,66.07,0.0000,0.0984
0.260368,0.000,0.00,0.0000,0.0000
0.260371,0.000,65.31,0.0000,0.0443
0.339599,0.361,64.91,0.4134,0.0000
0.339620,0.721,64.89,0.4788,0.0000
0.339625,1.084,65.24,0.5452,0.0000
0.339630,1.450,65.98,0.6119,0.0000
0.339634,0.000,0.00,0.0000,0.0000
0.416030,0.000,67.12,0.6783,0.0000
0.416051,0.382,68.69,0.7439,0.0000
0.416058,0.774,70.71,0.8078,0.0000
0.416064,1.181,73.19,0.8692,0.0000
