timestamp,distance,speed,throttle,brake
0.000000,0.000,136.80,1.0000,0.0000
0.000051,0.818,147.23,1.0000,0.0000
0.000072,1.696,157.98,1.0000,0.0000
0.135233,1.696,0.00,0.0000,0.0000
0.135272,5.439,168.46,1.0000,0.0000
0.135277,6.428,177.92,0.9167,0.0000
0.135279,7.459,185.58,0.7559,0.0000
0.135281,8.519,190.85,0.5929,0.0000
0.135284,9.594,193.53,0.4499,0.0000
0.135286,9.594,0.00,0.0000,0.0000
0.135290,19.290,193.91,0.0000,0.0472
0.203178,20.360,192.69,0.0000,0.0952
0.203191,21.420,190.75,0.0000,0.1017
0.203193,22.469,188.86,0.0000,0.0761
0.293651,22.469,0.00,0.0000,0.0000
0.293663,36.016,187.57,0.0000,0.0330
0.293666,37.056,187.14,0.4136,0.0000
0.293671,38.097,187.53,0.4507,0.0000
0.293673,39.144,188.45,0.4612,0.0000
0.368755,40.197,189.43,0.4384,0.0000
0.368767,40.197,0.00,0.0000,0.0000
0.368772,59.186,189.89,0.0000,0.0148
0.368776,60.237,189.31,0.0000,0.0840
0.368778,61.278,187.34,0.0000,0.1608
0.442920,62.300,183.94,0.0000,0.2292
0.442938,63.297,179.42,0.0000,0.2746
0.442941,63.297,0.00,0.0000,0.0000
0.442945,85.569,174.30,0.0000,0.2872
0.442948,86.509,169.25,0.0000,0.2639
0.516444,87.425,164.86,0.0000,0.2074
0.516462,88.323,161.62,0.0000,0.1248
0.516467,89.211,159.86,0.0000,0.0255
0.516471,89.211,0.00,0.0000,0.0000
0.583169,89.211,159.76,0.4918,0.0000
0.583185,90.108,161.38,0.6080,0.0000
0.583191,91.022,164.66,0.7072,0.0000
0.641693,91.963,169.41,0.7770,0.0000
0.641700,91.963,0.00,0.0000,0.0000
0.641703,91.963,175.24,0.8058,0.0000
0.641706,92.972,181.56,0.7842,0.0000
0.695139,94.014,187.56,0.7077,0.0000
0.695158,95.082,192.26,0.5794,0.0000
0.695162,96.164,194.69,0.4130,0.0000
0.758865,96.164,0.00,0.0000,0.0000
0.758890,96.164,194.15,0.0000,0.1479
0.758895,97.222,190.49,0.0000,0.2971
0.758901,98.245,184.13,0.0000,0.4161
0.845215,99.223,175.94,0.0000,0.4933
0.845232,100.150,166.91,0.0000,0.5276
0.845237,100.150,0.00,0.0000,0.0000
0.845245,100.150,157.90,0.0000,0.5257
0.845248,100.980,149.49,0.0000,0.4979
0.925915,101.769,142.00,0.0000,0.4551
0.925938,102.522,135.50,0.0000,0.4066
0.925942,103.244,129.96,0.0000,0.3595
0.925945,103.244,0.00,0.0000,0.0000
0.925950,103.244,125.26,0.0000,0.3189
0.986196,103.918,121.23,0.0000,0.2878
0.986209,104.571,117.69,0.0000,0.2679
0.986212,105.207,114.48,0.0000,0.2594
1.055456,105.827,111.45,0.0000,0.2616
