timestamp,distance,speed,throttle,brake
0.000000,0.000,0.00,0.0000,0.0000
0.002158,0.000,53.17,0.4025,0.0000
0.002163,0.295,53.09,0.4410,0.0000
0.002168,0.591,53.21,0.4766,0.0000
0.074031,0.888,53.50,0.5091,0.0000
0.074045,1.188,53.96,0.5385,0.0000
0.074051,0.000,0.00,0.0000,0.0000
0.074057,0.000,54.57,0.5646,0.0000
0.074061,0.307,55.32,0.5873,0.0000
0.140699,0.620,56.20,0.6065,0.0000
0.140719,0.937,57.20,0.6221,0.0000
0.140724,1.261,58.31,0.6339,0.0000
0.140728,0.000,0.00,0.0000,0.0000
0.219837,0.000,59.51,0.6420,0.0000
0.219845,0.338,60.78,0.6464,0.0000
0.219849,0.683,62.12,0.6471,0.0000
0.219851,1.035,63.49,0.6444,0.0000
0.292566,0.000,0.00,0.0000,0.0000
0.292577,0.000,64.88,0.6385,0.0000
0.292580,0.368,66.28,0.6299,0.0000
0.292585,0.744,67.65,0.6190,0.0000
0.369936,1.127,68.99,0.6065,0.0000
0.369950,1.518,70.28,0.5932,0.0000
0.369952,0.000,0.00,0.0000,0.0000
0.369955,0.000,71.52,0.5799,0.0000
0.369959,0.404,72.68,0.5675,0.0000
0.437343,0.814,73.78,0.5570,0.0000
0.437356,1.229,74.83,0.5493,0.0000
0.437358,1.651,75.83,0.5454,0.0000
0.437361,0.000,0.00,0.0000,0.0000
0.511211,0.000,76.82,0.5460,0.0000
0.511223,0.432,77.81,0.5518,0.0000
0.511228,0.870,78.86,0.5632,0.0000
0.588167,1.315,79.99,0.5806,0.0000
0.588181,1.766,81.26,0.6041,0.0000
0.588184,0.000,0.00,0.0000,0.0000
0.588187,0.000,82.72,0.6335,0.0000
0.588191,0.469,84.42,0.6684,0.0000
0.668657,0.949,86.41,0.7082,0.0000
0.668678,1.442,88.76,0.7519,0.0000
0.668683,0.000,0.00,0.0000,0.0000
0.668691,0.000,91.53,0.7985,0.0000
0.668694,0.526,94.77,0.8461,0.0000
0.747616,1.074,98.53,0.8928,0.0000
0.747631,1.645,102.86,0.9360,0.0000
0.747635,2.244,107.78,0.9726,0.0000
0.747638,0.000,0.00,0.0000,0.0000
0.747641,0.000,113.30,0.9988,0.0000
0.857316,0.663,119.37,1.0000,0.0000
0.857330,1.362,125.87,1.0000,0.0000
0.857333,2.099,132.62,0.9714,0.0000
0.857337,2.873,139.31,0.9133,0.0000
