timestamp,distance,speed,throttle,brake
0.000000,0.000,0.00,0.0000,0.0000
0.002221,0.000,91.56,0.7128,0.0000
0.002226,0.523,94.11,0.7392,0.0000
0.002230,1.061,96.95,0.7543,0.0000
0.075290,1.617,100.02,0.7558,0.0000
0.075302,2.190,103.19,0.7420,0.0000
0.075305,0.000,0.00,0.0000,0.0000
0.075309,0.000,106.34,0.7115,0.0000
0.172775,0.607,109.29,0.6637,0.0000
0.172789,1.228,111.84,0.5992,0.0000
0.172792,1.861,113.79,0.5200,0.0000
0.172795,0.000,0.00,0.0000,0.0000
0.172798,0.000,114.96,0.4296,0.0000
0.277185,0.640,115.20,0.0000,0.0586
0.277207,1.276,114.45,0.0000,0.1434
0.277213,1.902,112.72,0.0000,0.2232
0.277218,2.514,110.11,0.0000,0.2934
0.277227,0.000,0.00,0.0000,0.0000
0.277233,0.000,106.78,0.0000,0.3502
0.374797,0.572,102.95,0.0000,0.3915
0.374815,1.121,98.84,0.0000,0.4168
0.374818,1.647,94.63,0.0000,0.4267
0.374821,0.000,0.00,0.0000,0.0000
0.374825,0.000,90.51,0.0000,0.4225
0.374827,0.481,86.60,0.0000,0.4063
0.460871,0.942,83.00,0.0000,0.3802
0.460889,1.385,79.75,0.0000,0.3463
0.460893,1.812,76.89,0.0000,0.3066
0.460897,0.000,0.00,0.0000,0.0000
0.460902,0.000,74.43,0.0000,0.2625
0.537280,0.402,72.38,0.0000,0.2156
0.537294,0.795,70.72,0.0000,0.1671
0.537300,1.181,69.44,0.0000,0.1178
0.610938,0.000,0.00,0.0000,0.0000
0.610955,0.000,68.52,0.0000,0.0686
0.610959,0.378,67.96,0.0000,0.0201
0.610964,0.754,67.74,0.4308,0.0000
0.610967,1.131,67.85,0.4824,0.0000
0.686302,1.510,68.28,0.5313,0.0000
0.686317,0.000,0.00,0.0000,0.0000
0.686320,0.000,69.01,0.5769,0.0000
0.686325,0.389,70.04,0.6187,0.0000
0.763814,0.786,71.35,0.6561,0.0000
0.763861,1.191,72.94,0.6885,0.0000
0.763865,0.000,0.00,0.0000,0.0000
0.763868,0.000,74.78,0.7156,0.0000
0.831433,0.427,76.86,0.7367,0.0000
0.831449,0.867,79.15,0.7515,0.0000
0.831452,1.320,81.63,0.7598,0.0000
0.913359,1.788,84.25,0.7616,0.0000
0.913378,0.000,0.00,0.0000,0.0000
0.913382,0.000,86.97,0.7570,0.0000
0.913385,0.499,89.74,0.7467,0.0000
0.913389,1.013,92.53,0.7316,0.0000
0.993473,1.542,95.27,0.7133,0.0000
