timestamp,distance,speed,throttle,brake
0.000000,0.000,0.00,0.0000,0.0000
0.002576,0.000,205.37,0.7709,0.0000
0.090769,1.177,211.84,0.6820,0.0000
0.090781,2.380,216.47,0.5265,0.0000
0.090784,3.590,217.89,0.0000,0.0703
0.090788,4.785,215.15,0.0000,0.2688
0.090790,0.000,0.00,0.0000,0.0000
0.190527,0.000,208.14,0.0000,0.4505
0.190553,1.099,197.76,0.0000,0.5869
0.190568,2.129,185.47,0.0000,0.6636
0.190574,3.089,172.77,0.0000,0.6825
0.190579,0.000,0.00,0.0000,0.0000
0.190585,0.000,160.80,0.0000,0.6553
0.372543,0.834,150.20,0.0000,0.5973
0.372555,1.619,141.22,0.0000,0.5224
0.372558,2.363,133.86,0.0000,0.4417
0.372560,3.074,127.96,0.0000,0.3631
0.372564,0.000,0.00,0.0000,0.0000
0.372566,0.000,123.32,0.0000,0.2919
0.372569,0.665,119.72,0.0000,0.2315
0.372571,1.315,116.94,0.0000,0.1836
0.372573,1.952,114.78,0.0000,0.1491
0.529813,0.000,0.00,0.0000,0.0000
0.529825,0.000,113.05,0.0000,0.1279
0.529828,0.620,111.58,0.0000,0.1190
0.529834,1.232,110.23,0.0000,0.1209
0.529836,1.837,108.87,0.0000,0.1313
0.529838,2.434,107.40,0.0000,0.1478
0.529840,0.000,0.00,0.0000,0.0000
0.529842,0.000,105.78,0.0000,0.1674
0.529844,0.578,103.96,0.0000,0.1874
0.644313,1.144,101.97,0.0000,0.2050
0.644338,1.699,99.84,0.0000,0.2180
0.644347,2.241,97.62,0.0000,0.2247
0.644351,0.000,0.00,0.0000,0.0000
0.644357,0.000,95.38,0.0000,0.2241
0.644360,0.518,93.20,0.0000,0.2156
0.644363,1.024,91.14,0.0000,0.1993
0.768023,1.520,89.28,0.0000,0.1755
0.768035,2.007,87.66,0.0000,0.1451
0.768037,0.000,0.00,0.0000,0.0000
0.768043,0.000,86.34,0.0000,0.1090
0.768045,0.474,85.35,0.0000,0.0683
0.768047,0.945,84.72,0.0000,0.0241
0.768049,1.414,84.48,0.4255,0.0000
0.846260,0.000,0.00,0.0000,0.0000
0.846272,0.000,84.63,0.4797,0.0000
0.846276,0.473,85.20,0.5336,0.0000
0.846279,0.952,86.17,0.5855,0.0000
0.937573,1.439,87.57,0.6339,0.0000
0.937585,1.935,89.37,0.6770,0.0000
