timestamp,distance,speed,throttle,brake
0.000000,0.000,0.00,0.0000,0.0000
0.002069,0.000,103.35,0.0000,0.5662
0.002074,0.541,97.38,0.0000,0.5634
0.113284,1.051,91.78,0.0000,0.5467
0.113307,1.532,86.65,0.0000,0.5193
0.113314,1.988,82.03,0.0000,0.4842
0.113318,0.000,0.00,0.0000,0.0000
0.113324,0.000,77.94,0.0000,0.4436
0.283447,0.413,74.36,0.0000,0.3998
0.283478,0.809,71.27,0.0000,0.3542
0.283484,1.190,68.63,0.0000,0.3080
0.283491,0.000,0.00,0.0000,0.0000
0.283496,0.000,66.40,0.0000,0.2623
0.283501,0.359,64.54,0.0000,0.2177
0.283511,0.709,63.03,0.0000,0.1746
0.283519,1.052,61.82,0.0000,0.1336
0.283524,0.000,0.00,0.0000,0.0000
0.283532,0.000,60.90,0.0000,0.0949
0.387903,0.335,60.24,0.0000,0.0588
0.387940,0.667,59.80,0.0000,0.0255
0.387950,0.998,59.58,0.4056,0.0000
0.387958,1.329,59.55,0.4369,0.0000
0.387965,0.000,0.00,0.0000,0.0000
0.511431,0.000,59.69,0.4644,0.0000
0.511441,0.333,59.99,0.4882,0.0000
0.511447,0.669,60.42,0.5082,0.0000
0.511449,1.008,60.97,0.5243,0.0000
0.511451,0.000,0.00,0.0000,0.0000
0.511454,0.000,61.63,0.5365,0.0000
0.511456,0.346,62.36,0.5450,0.0000
0.643749,0.697,63.16,0.5497,0.0000
0.643760,1.053,64.00,0.5510,0.0000
0.643763,1.413,64.86,0.5491,0.0000
0.643767,0.000,0.00,0.0000,0.0000
0.643770,0.000,65.73,0.5445,0.0000
0.643772,0.370,66.59,0.5376,0.0000
0.643774,0.744,67.42,0.5291,0.0000
0.729228,1.123,68.21,0.5196,0.0000
0.729244,1.506,68.95,0.5099,0.0000
0.729247,0.000,0.00,0.0000,0.0000
0.729251,0.000,69.64,0.5010,0.0000
0.729256,0.390,70.28,0.4935,0.0000
0.809943,0.784,70.87,0.4883,0.0000
0.809953,1.181,71.44,0.4864,0.0000
0.809956,1.581,71.99,0.4883,0.0000
0.809958,0.000,0.00,0.0000,0.0000
0.809961,0.000,72.55,0.4947,0.0000
0.878201,0.406,73.15,0.5063,0.0000
0.878215,0.817,73.83,0.5232,0.0000
0.878232,1.231,74.62,0.5459,0.0000
0.878239,0.000,0.00,0.0000,0.0000
0.878243,0.000,75.56,0.5744,0.0000
0.959943,0.426,76.70,0.6087,0.0000
0.959962,0.860,78.09,0.6485,0.0000
0.959969,1.303,79.77,0.6935,0.0000
1.089909,1.758,81.82,0.7432,0.0000
