timestamp,distance,speed,throttle,brake
0.000000,0.000,0.01,0.0000,0.0000
0.065333,0.000,59.86,0.7191,0.0000
0.065346,0.342,61.54,0.7285,0.0000
0.065350,0.694,63.34,0.7332,0.0000
0.138333,1.056,65.22,0.7331,0.0000
0.138345,0.000,0.00,0.0000,0.0000
0.138348,0.000,67.16,0.7282,0.0000
0.138351,0.384,69.14,0.7187,0.0000
0.205909,0.779,71.13,0.7049,0.0000
0.205927,1.185,73.09,0.6873,0.0000
0.205933,1.602,74.99,0.6666,0.0000
0.205938,0.000,0.00,0.0000,0.0000
0.274081,0.000,76.80,0.6437,0.0000
0.274091,0.436,78.49,0.6197,0.0000
0.274095,0.881,80.06,0.5960,0.0000
0.356219,1.333,81.48,0.5738,0.0000
0.356230,1.793,82.76,0.5545,0.0000
0.356234,0.000,0.00,0.0000,0.0000
0.356237,0.000,83.92,0.5395,0.0000
0.356239,0.472,84.97,0.5297,0.0000
0.435222,0.950,85.96,0.5262,0.0000
0.435238,1.433,86.93,0.5294,0.0000
0.435242,0.000,0.00,0.0000,0.0000
0.435246,0.000,87.93,0.5398,0.0000
0.435249,0.495,89.01,0.5571,0.0000
0.506161,0.996,90.25,0.5811,0.0000
0.506173,1.505,91.70,0.6108,0.0000
0.506176,2.024,93.41,0.6452,0.0000
0.506178,0.000,0.00,0.0000,0.0000
0.575826,0.000,95.44,0.6828,0.0000
0.575836,0.544,97.84,0.7216,0.0000
0.575841,1.103,100.65,0.7596,0.0000
0.651811,1.680,103.88,0.7942,0.0000
0.651828,0.000,0.00,0.0000,0.0000
0.651832,0.000,107.54,0.8223,0.0000
0.651835,0.620,111.60,0.8407,0.0000
0.651837,1.264,116.00,0.8461,0.0000
0.757630,1.935,120.62,0.8350,0.0000
0.757652,2.631,125.28,0.8046,0.0000
0.757656,0.000,0.00,0.0000,0.0000
0.757660,0.000,129.75,0.7533,0.0000
0.757676,0.743,133.76,0.6813,0.0000
0.757679,1.504,136.99,0.5911,0.0000
0.867569,2.277,139.17,0.4883,0.0000
0.867584,3.056,140.08,0.0000,0.0165
0.867586,0.000,0.00,0.0000,0.0000
0.867589,0.000,139.66,0.0000,0.1058
0.867594,0.767,137.99,0.0000,0.1821
0.867596,1.518,135.31,0.0000,0.2383
0.953597,2.251,131.95,0.0000,0.2700
0.953610,0.000,0.00,0.0000,0.0000
0.953613,0.000,128.29,0.0000,0.2757
0.953615,0.693,124.70,0.0000,0.2564
0.953619,1.368,121.48,0.0000,0.2149
1.047892,2.028,118.88,0.0000,0.1551
1.047908,2.678,117.06,0.0000,0.0813
