timestamp,distance,speed,throttle,brake
0.000000,0.000,0.01,0.0000,0.0000
0.003367,0.000,74.09,0.0000,0.0927
0.003371,0.408,73.37,0.0000,0.0826
0.073132,0.812,72.75,0.0000,0.0770
0.073170,1.213,72.17,0.0000,0.0756
0.073184,1.611,71.61,0.0000,0.0776
0.146361,0.000,0.01,0.0000,0.0000
0.146379,0.000,71.05,0.0000,0.0825
0.146385,0.391,70.46,0.0000,0.0894
0.146393,0.779,69.83,0.0000,0.0976
0.234985,1.164,69.15,0.0000,0.1063
0.235000,0.000,0.00,0.0000,0.0000
0.235004,0.000,68.42,0.0000,0.1147
0.235007,0.376,67.63,0.0000,0.1221
0.235010,0.747,66.80,0.0000,0.1278
0.342754,1.113,65.93,0.0000,0.1313
0.342779,1.475,65.05,0.0000,0.1320
0.342785,0.000,0.00,0.0000,0.0000
0.342792,0.000,64.18,0.0000,0.1297
0.342798,0.352,63.32,0.0000,0.1241
0.342803,0.699,62.50,0.0000,0.1150
0.428394,1.042,61.75,0.0000,0.1024
0.428406,1.381,61.07,0.0000,0.0862
0.428409,0.000,0.00,0.0000,0.0000
0.428412,0.000,60.50,0.0000,0.0665
0.428417,0.334,60.04,0.0000,0.0436
0.509882,0.665,59.73,0.0000,0.0175
0.509944,0.996,59.56,0.4132,0.0000
0.509947,0.000,0.00,0.0000,0.0000
0.509950,0.000,59.57,0.4496,0.0000
0.509953,0.332,59.76,0.4888,0.0000
0.588676,0.666,60.16,0.5305,0.0000
0.588702,1.004,60.78,0.5744,0.0000
0.588829,1.346,61.65,0.6202,0.0000
0.588835,0.000,0.00,0.0000,0.0000
0.661511,0.000,62.78,0.6675,0.0000
0.661521,0.357,64.20,0.7157,0.0000
0.661525,0.723,65.92,0.7643,0.0000
0.661527,1.101,67.99,0.8127,0.0000
0.736496,0.000,0.00,0.0000,0.0000
0.736506,0.000,70.43,0.8600,0.0000
0.736524,0.407,73.25,0.9052,0.0000
0.736528,0.832,76.51,0.9472,0.0000
0.810873,1.278,80.20,0.9843,0.0000
0.810885,1.746,84.35,1.0000,0.0000
0.810888,0.000,0.00,0.0000,0.0000
0.810891,0.000,88.96,1.0000,0.0000
0.810894,0.522,94.01,1.0000,0.0000
0.887832,1.075,99.45,1.0000,0.0000
0.887842,1.659,105.17,1.0000,0.0000
0.887845,2.276,111.03,0.9865,0.0000
