timestamp,distance,speed,throttle,brake
0.000000,0.000,0.00,0.0000,0.0000
0.003007,0.000,170.61,0.6912,0.0000
0.068242,0.970,174.68,0.5708,0.0000
0.068256,1.953,176.90,0.4328,0.0000
0.068264,2.936,176.94,0.0000,0.0926
0.068272,3.908,174.83,0.0000,0.1975
0.068278,0.000,0.00,0.0000,0.0000
0.149790,0.000,170.99,0.0000,0.2715
0.149812,0.923,166.10,0.0000,0.3056
0.149823,1.817,160.91,0.0000,0.2979
0.224648,2.684,156.12,0.0000,0.2524
0.224661,0.000,0.00,0.0000,0.0000
0.224665,0.000,152.29,0.0000,0.1767
0.224668,0.832,149.79,0.0000,0.0801
0.224671,1.659,148.83,0.4321,0.0000
0.296631,2.490,149.53,0.5583,0.0000
0.296645,3.334,151.91,0.6774,0.0000
0.296649,0.000,0.00,0.0000,0.0000
0.296652,0.000,155.92,0.7797,0.0000
0.385348,0.897,161.41,0.8560,0.0000
0.385357,1.831,168.13,0.8979,0.0000
0.385360,2.807,175.64,0.8992,0.0000
0.385362,3.825,183.37,0.8573,0.0000
0.385363,0.000,0.00,0.0000,0.0000
0.385366,0.000,190.58,0.7759,0.0000
0.464693,1.092,196.56,0.6666,0.0000
0.464701,2.207,200.72,0.5477,0.0000
0.464703,3.334,202.87,0.4410,0.0000
0.557200,0.000,0.00,0.0000,0.0000
0.557210,0.000,203.22,0.0000,0.0308
0.557213,1.124,202.37,0.0000,0.0626
0.557216,2.241,201.04,0.0000,0.0614
0.557218,3.352,199.89,0.0000,0.0379
0.647839,4.459,199.27,0.0000,0.0081
0.647850,0.000,0.00,0.0000,0.0000
0.647853,0.000,199.22,0.4117,0.0000
0.647856,1.108,199.42,0.4018,0.0000
0.647859,2.215,199.28,0.0000,0.0444
0.647861,3.315,197.99,0.0000,0.1300
0.741666,4.397,194.81,0.0000,0.2480
0.741678,0.000,0.00,0.0000,0.0000
0.741683,0.000,189.25,0.0000,0.3825
0.741687,1.007,181.27,0.0000,0.5129
0.741689,1.959,171.31,0.0000,0.6201
0.814014,2.849,160.18,0.0000,0.6916
0.814028,0.000,0.00,0.0000,0.0000
0.814032,0.000,148.75,0.0000,0.7232
0.814035,0.765,137.76,0.0000,0.7180
0.927352,1.475,127.72,0.0000,0.6828
0.927369,2.135,118.89,0.0000,0.6257
0.927373,2.754,111.36,0.0000,0.5542
