timestamp,distance,speed,throttle,brake
0.000000,0.000,0.00,0.0000,0.0000
0.003583,0.000,96.40,0.4446,0.0000
0.003590,0.538,96.77,0.5215,0.0000
0.097435,1.081,97.81,0.5957,0.0000
0.097448,1.634,99.51,0.6652,0.0000
0.097452,2.200,101.86,0.7277,0.0000
0.097454,0.000,0.00,0.0000,0.0000
0.097458,0.000,104.84,0.7810,0.0000
0.097461,0.602,108.42,0.8232,0.0000
0.183989,1.227,112.53,0.8524,0.0000
0.184009,1.878,117.08,0.8670,0.0000
0.184013,2.556,121.97,0.8663,0.0000
0.184016,0.000,0.00,0.0000,0.0000
0.184020,0.000,127.04,0.8507,0.0000
0.280857,0.734,132.12,0.8220,0.0000
0.280867,1.495,137.05,0.7838,0.0000
0.280870,2.282,141.67,0.7414,0.0000
0.280873,0.000,0.00,0.0000,0.0000
0.280877,0.000,145.91,0.7016,0.0000
0.353755,0.832,149.77,0.6715,0.0000
0.353763,1.684,153.36,0.6576,0.0000
0.353766,2.556,156.89,0.6646,0.0000
0.353768,3.448,160.66,0.6938,0.0000
0.426340,0.000,0.00,0.0000,0.0000
0.426348,0.000,164.99,0.7432,0.0000
0.426352,0.946,170.22,0.8066,0.0000
0.426355,1.927,176.61,0.8737,0.0000
0.499748,2.951,184.30,0.9308,0.0000
0.499757,4.024,193.18,0.9609,0.0000
0.499760,0.000,0.00,0.0000,0.0000
0.499763,0.000,202.85,0.9460,0.0000
0.499765,1.180,212.46,0.8704,0.0000
0.606528,2.407,220.75,0.7271,0.0000
0.606557,3.663,226.16,0.5244,0.0000
0.606564,4.926,227.38,0.0000,0.0961
0.606569,0.000,0.00,0.0000,0.0000
0.606577,0.000,223.84,0.0000,0.2920
0.606583,1.201,216.14,0.0000,0.4427
0.711497,2.344,205.78,0.0000,0.5263
0.711512,3.425,194.57,0.0000,0.5406
0.711516,0.000,0.00,0.0000,0.0000
0.711525,0.000,183.98,0.0000,0.4984
0.711529,0.972,174.93,0.0000,0.4188
0.800706,1.904,167.81,0.0000,0.3210
0.800719,2.808,162.66,0.0000,0.2206
0.800722,3.693,159.29,0.0000,0.1297
0.800725,0.000,0.01,0.0000,0.0000
0.800729,0.000,157.42,0.0000,0.0566
0.879493,0.870,156.67,0.0000,0.0067
0.879506,1.741,156.65,0.4200,0.0000
0.879510,2.613,156.95,0.4187,0.0000
