timestamp,distance,speed,throttle,brake
0.000000,0.000,0.00,0.0000,0.0000
0.002979,0.000,97.94,0.6935,0.0000
0.002986,0.558,100.51,0.6745,0.0000
0.002993,1.131,102.98,0.6588,0.0000
0.071225,1.716,105.36,0.6490,0.0000
0.071237,2.314,107.70,0.6475,0.0000
0.071240,0.000,0.00,0.0000,0.0000
0.071243,0.000,110.08,0.6561,0.0000
0.127260,0.626,112.60,0.6764,0.0000
0.127270,1.267,115.40,0.7090,0.0000
0.127273,1.926,118.61,0.7536,0.0000
0.203890,2.606,122.40,0.8089,0.0000
0.203902,0.000,0.00,0.0000,0.0000
0.203905,0.000,126.92,0.8723,0.0000
0.203908,0.735,132.35,0.9398,0.0000
0.327501,1.507,138.83,1.0000,0.0000
0.327521,2.320,146.45,1.0000,0.0000
0.327528,0.000,0.00,0.0000,0.0000
0.327534,0.000,155.23,1.0000,0.0000
0.327537,0.917,165.03,1.0000,0.0000
0.327541,1.892,175.52,1.0000,0.0000
0.327546,2.926,186.07,1.0000,0.0000
0.403071,4.013,195.73,0.8774,0.0000
0.403081,0.000,0.00,0.0000,0.0000
0.403085,0.000,203.35,0.6988,0.0000
0.403089,1.155,207.84,0.4925,0.0000
0.403091,2.313,208.56,0.0000,0.0969
0.488009,3.456,205.63,0.0000,0.2430
0.488022,4.567,199.96,0.0000,0.3357
0.488025,0.000,0.00,0.0000,0.0000
0.488029,0.000,192.87,0.0000,0.3676
0.488032,1.032,185.69,0.0000,0.3444
0.548316,2.028,179.40,0.0000,0.2805
0.548340,2.998,174.60,0.0000,0.1929
0.548344,0.000,0.01,0.0000,0.0000
0.613688,0.000,171.52,0.0000,0.0980
0.613700,0.945,170.13,0.0000,0.0095
0.613704,1.891,170.24,0.4707,0.0000
0.688597,2.844,171.51,0.5237,0.0000
0.688615,3.808,173.49,0.5433,0.0000
0.688621,0.000,0.00,0.0000,0.0000
0.688630,0.000,175.69,0.5294,0.0000
0.688634,0.987,177.60,0.4868,0.0000
0.755327,1.980,178.78,0.4258,0.0000
0.755339,2.974,178.96,0.0000,0.0349
0.755342,3.964,178.11,0.0000,0.0835
0.755344,0.000,0.00,0.0000,0.0000
0.824155,0.000,176.46,0.0000,0.1123
0.824170,0.969,174.40,0.0000,0.1150
0.824177,1.927,172.42,0.0000,0.0908
0.896124,2.877,170.97,0.0000,0.0439
