timestamp,distance,speed,throttle,brake
0.000000,0.000,0.00,0.0000,0.0000
0.021121,0.000,0.00,0.0000,0.0000
0.021126,0.000,0.00,0.0000,0.0000
0.021130,0.000,0.00,0.0000,0.0000
0.021133,0.000,0.00,0.0000,0.0000
0.021136,0.000,0.00,0.0000,0.0000
0.021139,0.000,0.00,0.1450,0.0000
0.156469,0.001,0.02,0.4538,0.0000
0.156483,0.001,0.02,0.7292,0.0000
0.156488,0.001,0.03,1.0000,0.0000
0.156490,0.001,0.04,1.0000,0.0000
0.156493,0.001,0.11,1.0000,0.0000
0.156495,0.001,0.15,1.0000,0.0000
0.156497,0.001,0.19,1.0000,0.0000
0.156499,0.001,0.28,1.0000,0.0000
0.277979,0.013,0.36,1.0000,0.0000
0.277991,0.013,0.46,0.6061,0.0000
0.277995,0.013,1.30,0.0157,0.0000
0.277998,0.013,2.29,0.0000,0.0000
0.278002,0.013,2.72,0.0000,0.0000
0.278005,0.013,3.09,0.0000,0.0000
0.278007,0.013,2.86,0.0000,0.0000
0.278010,0.013,2.60,0.0000,0.0000
0.377754,0.083,2.53,0.0000,0.0000
0.377773,0.083,2.29,0.1587,0.0000
0.377778,0.083,2.27,0.8376,0.0000
0.377780,0.083,2.14,1.0000,0.0000
0.377783,0.083,2.15,1.0000,0.0000
0.487392,0.147,2.10,1.0000,0.0000
0.487415,0.147,2.09,1.0000,0.0000
0.487418,0.147,2.08,1.0000,0.0000
0.487421,0.147,2.10,1.0000,0.0000
0.487423,0.147,2.15,1.0000,0.0000
0.487428,0.147,2.25,1.0000,0.0000
0.487429,0.147,2.35,1.0000,0.0000
0.641044,0.253,2.48,1.0000,0.0000
0.641056,0.253,2.69,0.8103,0.0000
0.641059,0.253,3.39,0.7696,0.0000
0.641061,0.253,4.02,0.8149,0.0000
0.641063,0.253,4.48,1.0000,0.0000
0.641065,0.253,4.59,1.0000,0.0000
0.641074,0.253,4.51,1.0000,0.0000
0.641076,0.253,4.68,1.0000,0.0000
0.641077,0.253,4.85,1.0000,0.0000
0.752696,0.411,5.10,1.0000,0.0000
