timestamp,distance,speed,throttle,brake
0.000000,0.000,0.00,0.0000,0.0000
0.004686,0.000,226.45,0.0000,0.3012
0.004692,1.214,218.46,0.0000,0.4478
0.004700,2.369,207.92,0.0000,0.5246
0.004705,3.461,196.65,0.0000,0.5339
0.077034,4.495,186.09,0.0000,0.4923
0.077046,0.000,0.00,0.0000,0.0000
0.077049,0.000,177.03,0.0000,0.4204
0.077052,0.943,169.75,0.0000,0.3375
0.077055,1.855,164.19,0.0000,0.2582
0.157632,2.745,160.09,0.0000,0.1929
0.157643,0.000,0.00,0.0000,0.0000
0.157646,0.000,157.09,0.0000,0.1476
0.157649,0.860,154.81,0.0000,0.1250
0.233578,1.709,152.85,0.0000,0.1245
0.233590,2.547,150.87,0.0000,0.1426
0.233593,3.373,148.61,0.0000,0.1737
0.233596,0.000,0.00,0.0000,0.0000
0.233599,0.000,145.88,0.0000,0.2106
0.326129,0.793,142.66,0.0000,0.2459
0.326141,1.565,139.02,0.0000,0.2730
0.326143,2.316,135.11,0.0000,0.2868
0.326145,3.044,131.15,0.0000,0.2847
0.326147,0.000,0.00,0.0000,0.0000
0.403016,0.000,127.36,0.0000,0.2661
0.403032,0.689,123.94,0.0000,0.2322
0.403037,1.361,121.06,0.0000,0.1855
0.403040,2.021,118.82,0.0000,0.1291
0.490582,0.000,0.00,0.0000,0.0000
0.490602,0.000,117.31,0.0000,0.0667
0.490609,0.648,116.57,0.0000,0.0020
0.490617,1.295,116.60,0.4700,0.0000
0.490622,1.947,117.37,0.5363,0.0000
0.586244,2.608,118.85,0.5924,0.0000
0.586265,0.000,0.00,0.0000,0.0000
0.586288,0.000,120.93,0.6340,0.0000
0.586298,0.686,123.48,0.6570,0.0000
0.586302,1.388,126.32,0.6576,0.0000
0.586304,2.106,129.21,0.6332,0.0000
0.727391,2.838,131.84,0.5826,0.0000
0.727402,0.000,0.00,0.0000,0.0000
0.727408,0.000,133.90,0.5066,0.0000
0.727410,0.750,135.03,0.4090,0.0000
0.727413,1.500,134.97,0.0000,0.0909
0.727416,2.242,133.54,0.0000,0.1954
0.727417,2.968,130.71,0.0000,0.2972
0.727419,0.000,0.00,0.0000,0.0000
0.836027,0.000,126.60,0.0000,0.3885
0.836044,0.675,121.47,0.0000,0.4632
0.836049,1.317,115.67,0.0000,0.5180
0.836052,1.926,109.52,0.0000,0.5519
