timestamp,distance,speed,throttle,brake
0.000000,0.000,0.00,0.0000,0.0000
0.001372,0.000,54.62,0.6162,0.0000
0.001378,0.309,55.57,0.6657,0.0000
0.001383,0.624,56.79,0.7162,0.0000
0.070465,0.948,58.29,0.7673,0.0000
0.070477,1.282,60.11,0.8187,0.0000
0.070480,0.000,0.00,0.0000,0.0000
0.070483,0.000,62.26,0.8698,0.0000
0.169401,0.360,64.78,0.9200,0.0000
0.169433,0.736,67.71,0.9686,0.0000
0.169440,1.131,71.07,1.0000,0.0000
0.169445,1.547,74.91,1.0000,0.0000
0.169449,0.000,0.00,0.0000,0.0000
0.169456,0.000,79.26,1.0000,0.0000
0.292152,0.467,84.13,1.0000,0.0000
0.292165,0.965,89.53,1.0000,0.0000
0.292168,1.495,95.44,1.0000,0.0000
0.292171,2.061,101.80,1.0000,0.0000
0.292173,0.000,0.00,0.0000,0.0000
0.292176,0.000,108.51,1.0000,0.0000
0.292178,0.641,115.38,1.0000,0.0000
0.378225,1.320,122.18,0.9960,0.0000
0.378236,2.034,128.60,0.9074,0.0000
0.378239,0.000,0.00,0.0000,0.0000
0.378243,0.000,134.30,0.8020,0.0000
0.378246,0.772,138.95,0.6860,0.0000
0.454275,1.562,142.30,0.5683,0.0000
0.454305,2.364,144.22,0.4591,0.0000
0.454308,3.168,144.79,0.0000,0.0279
0.454312,0.000,0.00,0.0000,0.0000
0.536418,0.000,144.24,0.0000,0.0850
0.536430,0.794,142.90,0.0000,0.1161
0.536434,1.578,141.18,0.0000,0.1215
0.536444,2.353,139.46,0.0000,0.1038
0.620627,3.120,138.04,0.0000,0.0680
0.620638,0.000,0.00,0.0000,0.0000
0.620642,0.000,137.17,0.0000,0.0200
0.620644,0.761,136.99,0.4387,0.0000
0.620646,1.525,137.56,0.5000,0.0000
0.695616,2.297,138.89,0.5546,0.0000
0.695626,0.000,0.00,0.0000,0.0000
0.695630,0.000,140.88,0.5968,0.0000
0.695633,0.797,143.41,0.6219,0.0000
0.695635,1.609,146.27,0.6272,0.0000
0.776197,2.438,149.22,0.6118,0.0000
0.776210,3.283,151.98,0.5778,0.0000
0.776213,0.000,0.00,0.0000,0.0000
0.776216,0.000,154.29,0.5300,0.0000
0.848046,0.866,155.95,0.4764,0.0000
0.848219,1.738,156.89,0.4267,0.0000
0.848226,2.611,157.16,0.0000,0.0081
0.848231,3.483,156.98,0.0000,0.0200
