timestamp,distance,speed,throttle,brake
0.000000,0.000,0.01,0.0000,0.0000
0.002611,0.000,84.86,0.0000,0.0363
0.002616,0.469,84.50,0.4122,0.0000
0.002623,0.939,84.56,0.4632,0.0000
0.002627,1.411,85.00,0.5103,0.0000
0.101616,1.888,85.80,0.5524,0.0000
0.101628,0.000,0.01,0.0000,0.0000
0.101632,0.000,86.95,0.5884,0.0000
0.101634,0.491,88.39,0.6175,0.0000
0.101639,0.992,90.09,0.6390,0.0000
0.185537,1.503,92.01,0.6524,0.0000
0.185549,2.025,94.08,0.6575,0.0000
0.185553,0.000,0.01,0.0000,0.0000
0.185556,0.000,96.24,0.6546,0.0000
0.185558,0.547,98.43,0.6444,0.0000
0.301643,1.106,100.58,0.6282,0.0000
0.301658,1.676,102.63,0.6078,0.0000
0.301665,2.257,104.53,0.5855,0.0000
0.301670,0.000,0.00,0.0000,0.0000
0.301674,0.000,106.26,0.5643,0.0000
0.301679,0.599,107.81,0.5471,0.0000
0.301682,1.206,109.23,0.5370,0.0000
0.444202,1.820,110.56,0.5367,0.0000
0.444217,0.000,0.00,0.0000,0.0000
0.444222,0.000,111.91,0.5484,0.0000
0.444229,0.630,113.41,0.5736,0.0000
0.444233,1.270,115.18,0.6129,0.0000
0.444236,1.922,117.40,0.6662,0.0000
0.444239,2.590,120.24,0.7320,0.0000
0.444242,0.000,0.00,0.0000,0.0000
0.527830,0.000,123.87,0.8081,0.0000
0.527842,0.714,128.47,0.8911,0.0000
0.527848,1.459,134.21,0.9760,0.0000
0.527853,2.244,141.24,1.0000,0.0000
0.620722,0.000,0.00,0.0000,0.0000
0.620747,0.000,149.65,1.0000,0.0000
0.620753,0.886,159.45,1.0000,0.0000
0.620760,1.833,170.45,1.0000,0.0000
0.620764,2.845,182.23,1.0000,0.0000
0.751178,3.923,194.01,1.0000,0.0000
0.751189,0.000,0.00,0.0000,0.0000
0.751195,0.000,204.63,0.8945,0.0000
0.751198,1.182,212.77,0.6943,0.0000
0.751201,2.389,217.25,0.4729,0.0000
0.751204,3.598,217.55,0.0000,0.1168
0.751206,4.787,214.06,0.0000,0.2538
0.751208,0.000,0.00,0.0000,0.0000
0.818420,0.000,207.99,0.0000,0.3296
0.818429,1.116,200.84,0.0000,0.3433
0.818433,2.193,193.94,0.0000,0.3079
0.818436,3.238,188.13,0.0000,0.2425
