timestamp,distance,speed,throttle,brake
0.000000,0.000,0.00,0.0000,0.0000
0.009967,0.000,136.61,0.0000,0.0062
0.009973,0.758,136.43,0.0000,0.0606
0.010006,1.511,135.49,0.0000,0.1118
0.092170,2.254,133.86,0.0000,0.1541
0.092180,2.986,131.70,0.0000,0.1835
0.092183,0.000,0.00,0.0000,0.0000
0.092186,0.000,129.20,0.0000,0.1979
0.092189,0.703,126.59,0.0000,0.1971
0.092192,1.392,124.06,0.0000,0.1828
0.206759,2.069,121.77,0.0000,0.1576
0.206770,2.735,119.84,0.0000,0.1252
0.206773,0.000,0.00,0.0000,0.0000
0.206776,0.000,118.35,0.0000,0.0892
0.206779,0.652,117.30,0.0000,0.0536
0.206781,1.300,116.69,0.0000,0.0218
0.293900,1.947,116.45,0.4031,0.0000
0.293912,2.594,116.50,0.4196,0.0000
0.293915,0.000,0.00,0.0000,0.0000
0.293918,0.000,116.71,0.4219,0.0000
0.293920,0.650,116.93,0.4084,0.0000
0.379791,1.300,117.00,0.0000,0.0190
0.379803,1.948,116.74,0.0000,0.0592
0.379806,2.593,116.00,0.0000,0.1114
0.379808,0.000,0.00,0.0000,0.0000
0.379811,0.000,114.63,0.0000,0.1729
0.446006,0.625,112.56,0.0000,0.2395
0.446013,1.235,109.77,0.0000,0.3070
0.446016,1.826,106.30,0.0000,0.3710
0.446017,0.000,0.00,0.0000,0.0000
0.446020,0.000,102.26,0.0000,0.4277
0.510003,0.543,97.80,0.0000,0.4743
0.510018,1.060,93.07,0.0000,0.5092
0.584835,1.551,88.24,0.0000,0.5316
0.584844,2.014,83.47,0.0000,0.5420
0.584847,0.000,0.00,0.0000,0.0000
0.584849,0.000,78.85,0.0000,0.5414
0.584852,0.414,74.49,0.0000,0.5311
0.685239,0.805,70.43,0.0000,0.5126
0.685250,1.176,66.71,0.0000,0.4875
0.685253,1.528,63.35,0.0000,0.4570
0.685258,0.000,0.00,0.0000,0.0000
0.685262,0.000,60.33,0.0000,0.4225
0.784992,0.320,57.66,0.0000,0.3848
0.785004,0.628,55.31,0.0000,0.3449
0.785008,0.924,53.27,0.0000,0.3034
0.785011,0.000,0.00,0.0000,0.0000
0.785015,0.000,51.52,0.0000,0.2609
0.785018,0.278,50.04,0.0000,0.2178
0.878801,0.549,48.82,0.0000,0.1743
0.878810,0.815,47.84,0.0000,0.1308
