timestamp,distance,speed,throttle,brake
0.000000,0.000,136.80,1.0000,0.0000
0.000045,0.000,0.00,0.0000,0.0000
0.000066,1.636,147.23,1.0000,0.0000
0.000074,2.513,157.98,1.0000,0.0000
0.000081,3.449,168.46,1.0000,0.0000
0.114518,4.438,177.92,0.9167,0.0000
0.114534,5.469,185.58,0.7559,0.0000
0.114538,5.469,0.00,0.0000,0.0000
0.114546,12.891,190.85,0.5929,0.0000
0.114551,13.966,193.53,0.4499,0.0000
0.114553,15.043,193.91,0.0000,0.0472
0.192280,16.114,192.69,0.0000,0.0952
0.192295,16.114,0.00,0.0000,0.0000
0.192301,27.770,190.75,0.0000,0.1017
0.192304,28.820,188.86,0.0000,0.0761
0.192307,29.862,187.57,0.0000,0.0330
0.284300,30.901,187.14,0.4136,0.0000
0.284317,31.943,187.53,0.4507,0.0000
0.284322,31.943,0.00,0.0000,0.0000
0.284328,48.695,188.45,0.4612,0.0000
0.284331,49.747,189.43,0.4384,0.0000
0.284334,50.802,189.89,0.0000,0.0148
0.371162,51.854,189.31,0.0000,0.0840
0.371180,52.895,187.34,0.0000,0.1608
0.371183,52.895,0.00,0.0000,0.0000
0.371191,74.355,183.94,0.0000,0.2292
0.371194,75.351,179.42,0.0000,0.2746
0.429340,76.320,174.30,0.0000,0.2872
0.429351,77.260,169.25,0.0000,0.2639
0.429353,78.176,164.86,0.0000,0.2074
0.499360,78.176,0.00,0.0000,0.0000
0.499372,78.176,161.62,0.0000,0.1248
0.499375,79.064,159.86,0.0000,0.0255
0.499391,79.952,159.76,0.4918,0.0000
0.578575,80.848,161.38,0.6080,0.0000
0.578583,81.763,164.66,0.7072,0.0000
0.578585,81.763,0.00,0.0000,0.0000
0.578589,81.763,169.41,0.7770,0.0000
0.578591,82.736,175.24,0.8058,0.0000
0.648123,83.745,181.56,0.7842,0.0000
0.648154,84.787,187.56,0.7077,0.0000
0.648171,84.787,0.00,0.0000,0.0000
0.648178,84.787,192.26,0.5794,0.0000
0.732374,85.869,194.69,0.4130,0.0000
0.732383,86.947,194.15,0.0000,0.1479
0.732385,88.006,190.49,0.0000,0.2971
0.732388,89.029,184.13,0.0000,0.4161
0.805229,89.029,0.01,0.0000,0.0000
0.805236,89.029,175.94,0.0000,0.4933
0.805239,89.956,166.91,0.0000,0.5276
0.805241,90.833,157.90,0.0000,0.5257
0.873659,91.664,149.49,0.0000,0.4979
0.873670,92.453,142.00,0.0000,0.4551
0.873686,92.453,0.01,0.0000,0.0000
0.873691,92.453,135.50,0.0000,0.4066
0.873693,93.175,129.96,0.0000,0.3595
0.956575,93.870,125.26,0.0000,0.3189
0.956593,94.544,121.23,0.0000,0.2878
0.956598,94.544,0.00,0.0000,0.0000
0.956603,94.544,117.69,0.0000,0.2679
1.032720,95.180,114.48,0.0000,0.2594
1.032731,95.799,111.45,0.0000,0.2616
1.032734,96.402,108.47,0.0000,0.2730
1.032736,96.988,105.44,0.0000,0.2912
