timestamp,distance,speed,throttle,brake
0.000000,0.000,0.00,0.0000,0.0000
0.062935,0.000,116.82,0.9281,0.0000
0.062946,0.679,122.27,0.8496,0.0000
0.062951,1.385,127.09,0.7531,0.0000
0.140485,2.113,130.97,0.6433,0.0000
0.140501,2.856,133.66,0.5271,0.0000
0.140504,0.000,0.00,0.0000,0.0000
0.140508,0.000,135.01,0.4134,0.0000
0.140511,0.750,135.00,0.0000,0.0775
0.217293,1.493,133.80,0.0000,0.1493
0.217305,2.225,131.67,0.0000,0.1990
0.217308,2.941,128.94,0.0000,0.2242
0.217311,0.000,0.00,0.0000,0.0000
0.217314,0.000,125.98,0.0000,0.2255
0.285457,0.684,123.10,0.0000,0.2055
0.285473,1.354,120.56,0.0000,0.1680
0.285477,2.012,118.54,0.0000,0.1173
0.356368,0.000,0.00,0.0000,0.0000
0.356379,0.000,117.17,0.0000,0.0579
0.356382,0.647,116.53,0.4067,0.0000
0.356385,1.295,116.65,0.4800,0.0000
0.356387,1.948,117.54,0.5498,0.0000
0.463510,2.610,119.16,0.6122,0.0000
0.463528,0.000,0.00,0.0000,0.0000
0.463532,0.000,121.46,0.6637,0.0000
0.463537,0.691,124.36,0.7017,0.0000
0.463542,1.401,127.74,0.7237,0.0000
0.564678,2.131,131.44,0.7288,0.0000
0.564693,2.882,135.29,0.7171,0.0000
0.564696,0.000,0.00,0.0000,0.0000
0.564700,0.000,139.09,0.6908,0.0000
0.564702,0.792,142.64,0.6540,0.0000
0.564705,1.602,145.79,0.6129,0.0000
0.646428,2.427,148.49,0.5751,0.0000
0.646443,0.000,0.00,0.0000,0.0000
0.646447,0.000,150.74,0.5483,0.0000
0.646449,0.848,152.70,0.5397,0.0000
0.646452,1.707,154.63,0.5540,0.0000
0.726666,2.579,156.83,0.5930,0.0000
0.726679,3.466,159.68,0.6551,0.0000
0.726682,0.000,0.00,0.0000,0.0000
0.726687,0.000,163.51,0.7351,0.0000
0.726689,0.937,168.65,0.8243,0.0000
0.804624,1.911,175.32,0.9108,0.0000
0.804635,2.931,183.57,0.9797,0.0000
0.804637,4.004,193.24,1.0000,0.0000
0.804639,0.000,0.00,0.0000,0.0000
0.804642,0.000,203.80,0.9938,0.0000
0.876564,1.190,214.28,0.9066,0.0000
0.876578,2.431,223.24,0.7470,0.0000
0.876581,3.703,229.02,0.5281,0.0000
0.954645,4.982,230.23,0.0000,0.1027
