timestamp,distance,speed,throttle,brake
0.000000,0.000,0.00,0.0000,0.0000
0.002376,0.000,112.15,0.6969,0.0000
0.067593,0.640,115.13,0.7072,0.0000
0.067625,1.297,118.30,0.7292,0.0000
0.067632,1.973,121.80,0.7625,0.0000
0.140532,2.672,125.78,0.8055,0.0000
0.140544,0.000,0.00,0.0000,0.0000
0.140547,0.000,130.39,0.8551,0.0000
0.140550,0.754,135.75,0.9068,0.0000
0.140553,1.543,141.97,0.9546,0.0000
0.237938,2.371,149.08,0.9908,0.0000
0.237956,3.243,156.99,1.0000,0.0000
0.237959,0.000,0.00,0.0000,0.0000
0.237962,0.000,165.48,0.9919,0.0000
0.237965,0.967,174.10,0.9386,0.0000
0.349156,1.979,182.19,0.8414,0.0000
0.349167,3.029,188.90,0.7019,0.0000
0.349171,4.103,193.34,0.5317,0.0000
0.349174,0.000,0.00,0.0000,0.0000
0.349177,0.000,194.86,0.0000,0.0423
0.349179,1.074,193.30,0.0000,0.1849
0.349182,2.124,189.10,0.0000,0.2909
0.430265,3.142,183.18,0.0000,0.3471
0.430276,0.000,0.00,0.0000,0.0000
0.430280,0.000,176.62,0.0000,0.3506
0.430283,0.947,170.42,0.0000,0.3080
0.508943,1.865,165.31,0.0000,0.2309
0.508955,2.764,161.72,0.0000,0.1327
0.508957,3.652,159.86,0.0000,0.0262
0.508959,0.000,0.00,0.0000,0.0000
0.508962,0.000,159.75,0.4882,0.0000
0.573901,0.896,161.30,0.5916,0.0000
0.573934,1.809,164.29,0.6705,0.0000
0.573947,2.745,168.42,0.7174,0.0000
0.644842,3.707,173.26,0.7277,0.0000
0.644855,0.000,0.00,0.0000,0.0000
0.644859,0.000,178.27,0.7008,0.0000
0.644861,1.016,182.87,0.6417,0.0000
0.644864,2.052,186.54,0.5613,0.0000
0.727064,3.102,188.89,0.4753,0.0000
0.727077,4.156,189.85,0.4011,0.0000
0.727082,0.000,0.00,0.0000,0.0000
0.727084,0.000,189.64,0.0000,0.0411
0.727087,1.049,188.75,0.0000,0.0538
0.819531,2.092,187.76,0.0000,0.0379
0.819546,3.132,187.18,0.0000,0.0009
0.819549,0.000,0.00,0.0000,0.0000
0.819553,0.000,187.36,0.4513,0.0000
0.819555,1.047,188.41,0.4967,0.0000
0.895160,2.103,190.15,0.5182,0.0000
0.895178,3.171,192.14,0.5012,0.0000
0.895184,4.246,193.66,0.4364,0.0000
