timestamp,distance,speed,throttle,brake
0.000000,0.000,0.00,0.0000,0.0000
0.003023,0.000,77.76,0.0000,0.2774
0.003027,0.420,75.53,0.0000,0.2524
0.003031,0.828,73.55,0.0000,0.2221
0.003034,1.227,71.83,0.0000,0.1874
0.003039,1.618,70.41,0.0000,0.1488
0.003042,0.000,0.00,0.0000,0.0000
0.082569,0.000,69.27,0.0000,0.1070
0.082580,0.380,68.45,0.0000,0.0628
0.082586,0.758,67.94,0.0000,0.0167
0.082590,1.134,67.74,0.4351,0.0000
0.174465,1.511,67.87,0.4899,0.0000
0.174476,0.000,0.00,0.0000,0.0000
0.174480,0.000,68.34,0.5448,0.0000
0.174482,0.384,69.14,0.5990,0.0000
0.174485,0.775,70.29,0.6517,0.0000
0.254709,1.174,71.80,0.7020,0.0000
0.254726,0.000,0.01,0.0000,0.0000
0.254733,0.000,73.68,0.7490,0.0000
0.254738,0.422,75.92,0.7915,0.0000
0.254742,0.858,78.53,0.8281,0.0000
0.327350,1.311,81.50,0.8574,0.0000
0.327363,1.782,84.80,0.8778,0.0000
0.327366,0.000,0.01,0.0000,0.0000
0.327369,0.000,88.41,0.8874,0.0000
0.403020,0.513,92.26,0.8844,0.0000
0.403041,1.047,96.25,0.8673,0.0000
0.403048,1.604,100.27,0.8347,0.0000
0.403052,2.183,104.17,0.7860,0.0000
0.403057,0.000,0.01,0.0000,0.0000
0.493063,0.000,107.75,0.7217,0.0000
0.493079,0.616,110.82,0.6433,0.0000
0.493087,1.244,113.19,0.5541,0.0000
0.493095,1.882,114.69,0.4587,0.0000
0.601168,0.000,0.01,0.0000,0.0000
0.601207,0.000,115.23,0.0000,0.0327
0.601214,0.638,114.79,0.0000,0.1122
0.601220,1.268,113.42,0.0000,0.1821
0.601224,1.886,111.27,0.0000,0.2388
0.601228,2.489,108.54,0.0000,0.2797
0.601232,0.000,0.01,0.0000,0.0000
0.680105,0.000,105.43,0.0000,0.3041
0.680129,0.568,102.15,0.0000,0.3123
0.680136,1.117,98.90,0.0000,0.3059
0.680142,1.649,95.81,0.0000,0.2870
0.782099,2.166,93.00,0.0000,0.2578
0.782124,0.000,0.00,0.0000,0.0000
0.782131,0.000,90.54,0.0000,0.2209
0.782136,0.492,88.48,0.0000,0.1784
0.782139,0.974,86.84,0.0000,0.1323
0.782142,1.450,85.63,0.0000,0.0844
