timestamp,distance,speed,throttle,brake
0.000000,0.000,0.00,0.0000,0.0000
0.002007,0.000,82.03,0.0000,0.4842
0.002011,0.433,77.94,0.0000,0.4436
0.111340,0.846,74.36,0.0000,0.3998
0.111355,1.242,71.27,0.0000,0.3542
0.111360,1.623,68.63,0.0000,0.3080
0.111363,0.000,0.00,0.0000,0.0000
0.111366,0.000,66.40,0.0000,0.2623
0.111368,0.359,64.54,0.0000,0.2177
0.193138,0.709,63.03,0.0000,0.1746
0.193154,1.052,61.82,0.0000,0.1336
0.193157,0.000,0.00,0.0000,0.0000
0.193161,0.000,60.90,0.0000,0.0949
0.193164,0.335,60.24,0.0000,0.0588
0.265644,0.667,59.80,0.0000,0.0255
0.265661,0.998,59.58,0.4056,0.0000
0.265665,1.329,59.55,0.4369,0.0000
0.265669,0.000,0.00,0.0000,0.0000
0.352167,0.000,59.69,0.4644,0.0000
0.352179,0.333,59.99,0.4882,0.0000
0.352186,0.669,60.42,0.5082,0.0000
0.352190,1.008,60.97,0.5243,0.0000
