timestamp,distance,speed,throttle,brake
0.000000,0.000,0.00,0.0000,0.0000
0.002542,0.000,72.81,0.0000,0.0648
0.002550,0.402,72.33,0.0000,0.0655
0.082298,0.801,71.84,0.0000,0.0623
0.082311,1.198,71.38,0.0000,0.0548
0.082315,1.592,70.97,0.0000,0.0430
0.082318,0.000,0.00,0.0000,0.0000
0.082321,0.000,70.63,0.0000,0.0269
0.153207,0.391,70.41,0.0000,0.0065
0.153219,0.782,70.33,0.4204,0.0000
0.153223,1.173,70.41,0.4525,0.0000
0.229666,1.566,70.70,0.4882,0.0000
0.229678,0.000,0.00,0.0000,0.0000
0.229682,0.000,71.20,0.5272,0.0000
0.229685,0.400,71.96,0.5689,0.0000
0.229687,0.805,72.99,0.6123,0.0000
0.303292,1.218,74.32,0.6569,0.0000
0.303304,0.000,0.00,0.0000,0.0000
0.303307,0.000,75.97,0.7017,0.0000
0.303310,0.433,77.96,0.7455,0.0000
0.374155,0.879,80.33,0.7872,0.0000
0.374168,1.341,83.07,0.8252,0.0000
0.374171,1.820,86.19,0.8579,0.0000
0.374176,0.000,0.00,0.0000,0.0000
0.374180,0.000,89.70,0.8834,0.0000
0.446198,0.520,93.56,0.8994,0.0000
0.446224,1.063,97.73,0.9037,0.0000
0.446230,1.630,102.12,0.8940,0.0000
0.554419,2.222,106.63,0.8681,0.0000
0.554432,0.000,0.00,0.0000,0.0000
0.554436,0.000,111.07,0.8245,0.0000
0.554439,0.640,115.26,0.7628,0.0000
0.554441,1.301,118.94,0.6840,0.0000
0.554445,1.978,121.89,0.5910,0.0000
0.625548,0.000,0.00,0.0000,0.0000
0.625559,0.000,123.87,0.4887,0.0000
0.625562,0.693,124.74,0.0000,0.0143
0.625566,1.384,124.45,0.0000,0.1021
0.625567,2.068,123.05,0.0000,0.1793
0.720252,2.739,120.73,0.0000,0.2407
0.720265,0.000,0.00,0.0000,0.0000
0.720269,0.000,117.71,0.0000,0.2829
0.720272,0.635,114.29,0.0000,0.3045
0.720275,1.250,110.74,0.0000,0.3058
0.811689,1.846,107.29,0.0000,0.2888
0.811707,2.425,104.13,0.0000,0.2562
0.811710,0.000,0.00,0.0000,0.0000
0.811714,0.000,101.42,0.0000,0.2109
0.811717,0.551,99.24,0.0000,0.1560
0.892725,1.094,97.65,0.0000,0.0944
0.892739,1.631,96.70,0.0000,0.0286
